date,value
2024-07-01,6.95
2024-08-01,6.9
2024-09-01,6.88
2024-10-01,6.85
2024-11-01,6.82
2024-12-01,6.8
2025-01-01,6.75
2025-02-01,6.65
2025-03-01,6.55
2025-04-01,6.4
2025-05-01,6.3
2025-06-01,6.1
2025-07-01,6.08
2025-08-01,6.05
2025-09-01,6.05
2025-10-01,6.06
2025-11-01,6.05
2025-12-01,6.02
2026-01-01,6.0
2026-02-01,6.02
2026-03-01,6.04
2026-04-01,6.06
2026-05-01,6.08
2026-06-01,6.06
